Date,Sector,Value,Region,Short_Code
2014,"Professional, scientific and technical services",298700,Central,QC
2014,Public administration,219500,Central,QC
2014,Transportation and warehousing,185600,Central,QC
2014,Utilities,29000,Central,QC
2014,Wholesale and retail trade,644900,Central,QC
2015,Accommodation and food services,279400,Central,QC
2015,Agriculture,54500,Central,QC
2015,"Business, building and other support services",169300,Central,QC
2015,Construction,234700,Central,QC
2015,Educational services,278000,Central,QC
2015,"Finance, insurance, real estate, rental and leasing",215100,Central,QC
2015,"Forestry, fishing, mining, quarrying, oil and gas",31300,Central,QC
2015,Health care and social assistance ,576500,Central,QC
2015,"Information, culture and recreation ",171300,Central,QC
2015,Manufacturing,488600,Central,QC
2015,Other services (except public administration),159500,Central,QC
2015,"Professional, scientific and technical services",315700,Central,QC
2015,Public administration,236300,Central,QC
2015,Transportation and warehousing,196500,Central,QC
2015,Utilities,27900,Central,QC
2015,Wholesale and retail trade,662500,Central,QC
2016,Accommodation and food services,284000,Central,QC
2016,Agriculture,56500,Central,QC
2016,"Business, building and other support services",182000,Central,QC
2016,Construction,236000,Central,QC
2016,Educational services,280200,Central,QC
2016,"Finance, insurance, real estate, rental and leasing",216000,Central,QC
2016,"Forestry, fishing, mining, quarrying, oil and gas",31200,Central,QC
2016,Health care and social assistance ,581800,Central,QC
2016,"Information, culture and recreation ",179500,Central,QC
2016,Manufacturing,493100,Central,QC
2016,Other services (except public administration),167200,Central,QC
2016,"Professional, scientific and technical services",311900,Central,QC
2016,Public administration,238100,Central,QC
2016,Transportation and warehousing,195600,Central,QC
2016,Utilities,27500,Central,QC
2016,Wholesale and retail trade,652400,Central,QC
2017,Accommodation and food services,272400,Central,QC
2017,Agriculture,57100,Central,QC
2017,"Business, building and other support services",181800,Central,QC
2017,Construction,245800,Central,QC
2017,Educational services,293100,Central,QC
2017,"Finance, insurance, real estate, rental and leasing",233800,Central,QC
2017,"Forestry, fishing, mining, quarrying, oil and gas",36200,Central,QC
2017,Health care and social assistance ,577700,Central,QC
2017,"Information, culture and recreation ",185300,Central,QC
2017,Manufacturing,492100,Central,QC
2017,Other services (except public administration),175100,Central,QC
2017,"Professional, scientific and technical services",328200,Central,QC
2017,Public administration,247800,Central,QC
2017,Transportation and warehousing,206800,Central,QC
2017,Utilities,25200,Central,QC
2017,Wholesale and retail trade,664900,Central,QC
2018,Accommodation and food services,270500,Central,QC
2018,Agriculture,55900,Central,QC
2018,"Business, building and other support services",192100,Central,QC
2018,Construction,249600,Central,QC
2018,Educational services,298100,Central,QC
2018,"Finance, insurance, real estate, rental and leasing",240300,Central,QC
2018,"Forestry, fishing, mining, quarrying, oil and gas",39300,Central,QC
2018,Health care and social assistance ,591300,Central,QC
2018,"Information, culture and recreation ",179900,Central,QC
2018,Manufacturing,488200,Central,QC
2018,Other services (except public administration),177400,Central,QC
2018,"Professional, scientific and technical services",327600,Central,QC
2018,Public administration,247900,Central,QC
2018,Transportation and warehousing,217600,Central,QC
2018,Utilities,26600,Central,QC
2018,Wholesale and retail trade,659900,Central,QC
2019,Accommodation and food services,257400,Central,QC
2019,Agriculture,55400,Central,QC
2019,"Business, building and other support services",182500,Central,QC
2019,Construction,264600,Central,QC
2019,Educational services,303100,Central,QC
2019,"Finance, insurance, real estate, rental and leasing",243400,Central,QC
2019,"Forestry, fishing, mining, quarrying, oil and gas",41900,Central,QC
2019,Health care and social assistance ,608400,Central,QC
2019,"Information, culture and recreation ",177000,Central,QC
2019,Manufacturing,497700,Central,QC
2019,Other services (except public administration),181500,Central,QC
2019,"Professional, scientific and technical services",348900,Central,QC
2019,Public administration,253100,Central,QC
2019,Transportation and warehousing,236100,Central,QC
2019,Utilities,25700,Central,QC
2019,Wholesale and retail trade,663300,Central,QC
1976,Accommodation and food services,15000,Western,SK
1976,Agriculture,96600,Western,SK
1976,"Business, building and other support services",3400,Western,SK
1976,Construction,25500,Western,SK
1976,Educational services,25200,Western,SK
1976,"Finance, insurance, real estate, rental and leasing",13900,Western,SK
1976,"Forestry, fishing, mining, quarrying, oil and gas",8300,Western,SK
1976,Health care and social assistance ,31500,Western,SK
1976,"Information, culture and recreation ",14400,Western,SK
1976,Manufacturing,21700,Western,SK
1976,Other services (except public administration),17400,Western,SK
1976,"Professional, scientific and technical services",8100,Western,SK
1976,Public administration,26000,Western,SK
1976,Transportation and warehousing,18900,Western,SK
1976,Utilities,3200,Western,SK
1976,Wholesale and retail trade,53200,Western,SK
1977,Accommodation and food services,16200,Western,SK
1977,Agriculture,95900,Western,SK
1977,"Business, building and other support services",5000,Western,SK
1977,Construction,31000,Western,SK
1977,Educational services,28800,Western,SK
1977,"Finance, insurance, real estate, rental and leasing",17000,Western,SK
1977,"Forestry, fishing, mining, quarrying, oil and gas",8000,Western,SK
1977,Health care and social assistance ,35000,Western,SK
1977,"Information, culture and recreation ",11900,Western,SK
1977,Manufacturing,20900,Western,SK
1977,Other services (except public administration),14300,Western,SK
1977,"Professional, scientific and technical services",5200,Western,SK
1977,Public administration,24900,Western,SK
1977,Transportation and warehousing,16800,Western,SK
1977,Utilities,4400,Western,SK
1977,Wholesale and retail trade,60000,Western,SK
1978,Accommodation and food services,16900,Western,SK
1978,Agriculture,97700,Western,SK
1978,"Business, building and other support services",5700,Western,SK
1978,Construction,27900,Western,SK
1978,Educational services,27000,Western,SK
1978,"Finance, insurance, real estate, rental and leasing",18500,Western,SK
1978,"Forestry, fishing, mining, quarrying, oil and gas",9700,Western,SK
1978,Health care and social assistance ,36600,Western,SK
1978,"Information, culture and recreation ",12500,Western,SK
1978,Manufacturing,22000,Western,SK
1978,Other services (except public administration),15700,Western,SK
1978,"Professional, scientific and technical services",4900,Western,SK
1978,Public administration,24900,Western,SK
1978,Transportation and warehousing,18800,Western,SK
1978,Utilities,3700,Western,SK
1978,Wholesale and retail trade,60600,Western,SK
1979,Accommodation and food services,19500,Western,SK
1979,Agriculture,97300,Western,SK
1979,"Business, building and other support services",6200,Western,SK
1979,Construction,28100,Western,SK
1979,Educational services,26800,Western,SK
1979,"Finance, insurance, real estate, rental and leasing",18600,Western,SK
1979,"Forestry, fishing, mining, quarrying, oil and gas",10700,Western,SK
1979,Health care and social assistance ,35400,Western,SK
1979,"Information, culture and recreation ",14300,Western,SK
1979,Manufacturing,22600,Western,SK
1979,Other services (except public administration),16100,Western,SK
1979,"Professional, scientific and technical services",6300,Western,SK
1979,Public administration,27000,Western,SK
1979,Transportation and warehousing,19600,Western,SK
1979,Utilities,3200,Western,SK
1979,Wholesale and retail trade,64600,Western,SK
1980,Accommodation and food services,20700,Western,SK
1980,Agriculture,90700,Western,SK
1980,"Business, building and other support services",5600,Western,SK
1980,Construction,28900,Western,SK
1980,Educational services,27200,Western,SK
1980,"Finance, insurance, real estate, rental and leasing",19600,Western,SK
1980,"Forestry, fishing, mining, quarrying, oil and gas",13000,Western,SK
1980,Health care and social assistance ,34900,Western,SK
1980,"Information, culture and recreation ",15100,Western,SK
1980,Manufacturing,21000,Western,SK
1980,Other services (except public administration),17100,Western,SK
1980,"Professional, scientific and technical services",7700,Western,SK
1980,Public administration,28900,Western,SK
1980,Transportation and warehousing,20800,Western,SK
1980,Utilities,3700,Western,SK
1980,Wholesale and retail trade,68100,Western,SK
1981,Accommodation and food services,21300,Western,SK
1981,Agriculture,86200,Western,SK
1981,"Business, building and other support services",5900,Western,SK
1981,Construction,29800,Western,SK
1981,Educational services,27300,Western,SK
1981,"Finance, insurance, real estate, rental and leasing",19500,Western,SK
1981,"Forestry, fishing, mining, quarrying, oil and gas",14400,Western,SK
1981,Health care and social assistance ,38000,Western,SK
1981,"Information, culture and recreation ",12700,Western,SK
1981,Manufacturing,23000,Western,SK
1981,Other services (except public administration),19700,Western,SK
1981,"Professional, scientific and technical services",8100,Western,SK
1981,Public administration,29000,Western,SK
1981,Transportation and warehousing,20700,Western,SK
1981,Utilities,4900,Western,SK
1981,Wholesale and retail trade,70600,Western,SK
1982,Accommodation and food services,23000,Western,SK
